"Date","Price","Open","High","Low","Vol.","Change %"
"16/12/2024","43,717.48","43,825.76","43,951.58","43,686.85","579.36M","-0.25%"
"17/12/2024","43,449.90","43,656.47","43,656.47","43,336.22","593.67M","-0.61%"
"18/12/2024","42,326.87","43,459.72","43,688.97","42,300.04","627.57M","-2.58%"
"19/12/2024","42,342.24","42,464.13","42,787.85","42,334.13","560.21M","0.04%"
"20/12/2024","42,840.26","42,296.26","43,216.03","42,146.33","1.12B","1.18%"
"23/12/2024","42,906.95","42,800.49","42,957.79","42,516.87","449.40M","0.16%"
"24/12/2024","43,297.03","42,916.48","43,297.65","42,871.76","230.41M","0.91%"
"25/12/2024","43,297.03","42,916.48","43,297.65","42,871.76","","0.00%"
"26/12/2024","43,325.80","43,201.85","43,373.98","43,115.09","270.36M","0.07%"
"27/12/2024","42,992.21","43,142.37","43,238.85","42,761.56","376.96M","-0.77%"
"30/12/2024","42,573.73","42,863.86","42,863.86","42,263.51","383.30M","-0.97%"
"31/12/2024","42,544.22","42,636.70","42,779.69","42,421.29","359.22M","-0.07%"
"02/01/2025","42,392.27","42,660.09","42,905.09","42,174.80","459.86M","-0.36%"
"03/01/2025","42,732.13","42,495.76","42,782.76","42,436.92","455.82M","0.80%"
"06/01/2025","42,706.56","42,835.52","43,115.31","42,611.16","557.04M","-0.06%"
"07/01/2025","42,528.36","42,809.71","42,931.54","42,380.75","621.64M","-0.42%"
"08/01/2025","42,635.20","42,542.10","42,656.22","42,327.79","463.43M","0.25%"
"10/01/2025","41,938.45","42,540.29","42,540.29","41,877.30","543.82M","-1.63%"
"13/01/2025","42,297.12","41,924.68","42,319.60","41,844.89","500.20M","0.86%"
"14/01/2025","42,518.28","42,366.42","42,544.57","42,157.03","454.66M","0.52%"
"15/01/2025","43,221.55","42,927.76","43,323.49","42,927.76","479.12M","1.65%"
"16/01/2025","43,153.13","43,290.25","43,294.81","43,081.75","504.27M","-0.16%"
"17/01/2025","43,487.83","43,312.55","43,653.25","43,312.55","558.95M","0.78%"
"21/01/2025","44,025.81","43,528.65","44,050.13","43,528.65","592.22M","1.24%"
"22/01/2025","44,156.73","44,178.06","44,208.34","44,042.11","588.44M","0.30%"
"23/01/2025","44,565.07","44,113.55","44,565.26","44,113.55","444.18M","0.92%"
"24/01/2025","44,424.25","44,533.75","44,545.52","44,332.22","532.23M","-0.32%"
"27/01/2025","44,713.58","44,148.84","44,727.85","44,026.27","1.23B","0.65%"
"28/01/2025","44,850.35","44,756.36","44,976.35","44,621.96","915.11M","0.31%"
"29/01/2025","44,713.52","44,819.55","44,962.58","44,579.10","695.19M","-0.31%"
"30/01/2025","44,882.13","44,548.69","45,008.75","44,548.69","714.09M","0.38%"
"31/01/2025","44,544.66","45,054.36","45,054.36","44,507.22","768.53M","-0.75%"
"03/02/2025","44,421.91","44,268.15","44,594.54","43,879.06","712.89M","-0.28%"
"04/02/2025","44,556.04","44,469.46","44,597.71","44,328.52","561.36M","0.30%"
"05/02/2025","44,873.28","44,563.63","44,886.88","44,352.99","552.05M","0.71%"
"06/02/2025","44,747.63","44,949.19","44,966.63","44,545.27","542.25M","-0.28%"
"07/02/2025","44,303.40","44,762.57","44,857.11","44,279.78","552.52M","-0.99%"
"10/02/2025","44,470.41","44,396.92","44,622.19","44,301.42","494.60M","0.38%"
"11/02/2025","44,593.65","44,401.38","44,640.60","44,319.51","453.44M","0.28%"
"12/02/2025","44,368.56","44,357.70","44,467.21","44,104.48","444.48M","-0.50%"
"13/02/2025","44,711.43","44,425.94","44,768.26","44,366.62","513.96M","0.77%"
"14/02/2025","44,546.08","44,720.99","44,769.05","44,498.96","474.57M","-0.37%"
"18/02/2025","44,556.34","44,583.91","44,602.02","44,319.32","551.80M","0.02%"
"19/02/2025","44,627.59","44,478.12","44,636.19","44,312.65","438.89M","0.16%"
"20/02/2025","44,176.65","44,561.11","44,561.11","43,950.16","448.50M","-1.01%"
"21/02/2025","43,428.02","43,820.13","43,959.73","43,349.33","622.55M","-1.69%"
"24/02/2025","43,461.21","43,493.12","43,699.15","43,343.67","615.50M","0.08%"
"25/02/2025","43,621.16","43,509.74","43,767.74","43,282.98","650.49M","0.37%"
"26/02/2025","43,433.12","43,635.42","43,866.50","43,318.93","590.27M","-0.43%"
"27/02/2025","43,239.50","43,516.44","43,884.19","43,224.53","739.63M","-0.45%"
